Mes,Tarifa,Segmento,Unidades,Concepto,Division,Int. Horario,Cargos Tarifarios,
enero 2019,GDMTH,Capacidad,$/kW,Potencia,Centro Sur,NA,320.2084,
enero 2019,DIST,Capacidad,$/kW,Potencia,Centro Sur,NA,352.5893,
enero 2019,DIT,Capacidad,$/kW,Potencia,Centro Sur,NA,352.5893,
enero 2019,GDMTH,Capacidad,$/kW,Potencia,Golfo Centro,NA,344.1799,
enero 2019,DIST,Capacidad,$/kW,Potencia,Golfo Centro,NA,352.5893,
enero 2019,DIT,Capacidad,$/kW,Potencia,Golfo Centro,NA,352.5893,
enero 2019,GDMTH,Capacidad,$/kW,Potencia,Golfo Norte,NA,352.5893,
enero 2019,DIST,Capacidad,$/kW,Potencia,Golfo Norte,NA,352.5893,
enero 2019,DIT,Capacidad,$/kW,Potencia,Golfo Norte,NA,352.5893,
enero 2019,GDMTH,Capacidad,$/kW,Potencia,Jalisco,NA,344.1799,
enero 2019,DIST,Capacidad,$/kW,Potencia,Jalisco,NA,352.5893,
enero 2019,DIT,Capacidad,$/kW,Potencia,Jalisco,NA,344.1799,
enero 2019,GDMTH,Capacidad,$/kW,Potencia,Noroeste,NA,344.1799,
enero 2019,DIST,Capacidad,$/kW,Potencia,Noroeste,NA,352.5893,
enero 2019,DIT,Capacidad,$/kW,Potencia,Noroeste,NA,344.1037,
enero 2019,GDMTH,Capacidad,$/kW,Potencia,Norte,NA,352.5893,
enero 2019,DIST,Capacidad,$/kW,Potencia,Norte,NA,352.5893,
enero 2019,DIT,Capacidad,$/kW,Potencia,Norte,NA,352.5893,
enero 2019,GDMTH,Capacidad,$/kW,Potencia,Oriente,NA,315.9205,
enero 2019,DIST,Capacidad,$/kW,Potencia,Oriente,NA,352.5893,
enero 2019,DIT,Capacidad,$/kW,Potencia,Oriente,NA,352.5893,
enero 2019,GDMTH,Capacidad,$/kW,Potencia,Peninsular,NA,344.1799,
enero 2019,DIST,Capacidad,$/kW,Potencia,Peninsular,NA,340.441,
enero 2019,DIT,Capacidad,$/kW,Potencia,Peninsular,NA,336.6327,
enero 2019,GDMTH,Capacidad,$/kW,Potencia,Sureste,NA,302.742,
enero 2019,DIST,Capacidad,$/kW,Potencia,Sureste,NA,344.1799,
enero 2019,DIT,Capacidad,$/kW,Potencia,Sureste,NA,305.6522,
enero 2019,GDMTH,Capacidad,$/kW,Potencia,Valle de Mexico Centro,NA,352.5893,
enero 2019,DIST,Capacidad,$/kW,Potencia,Valle de Mexico Centro,NA,352.5893,
enero 2019,DIT,Capacidad,$/kW,Potencia,Valle de Mexico Centro,NA,352.5893,
enero 2019,GDMTH,Capacidad,$/kW,Potencia,Valle de Mexico Norte,NA,352.5893,
enero 2019,DIST,Capacidad,$/kW,Potencia,Valle de Mexico Norte,NA,344.1799,
enero 2019,DIT,Capacidad,$/kW,Potencia,Valle de Mexico Norte,NA,344.1799,
enero 2019,GDMTH,Capacidad,$/kW,Potencia,Valle de Mexico Sur,NA,352.5893,
enero 2019,DIST,Capacidad,$/kW,Potencia,Valle de Mexico Sur,NA,352.5893,
enero 2019,DIT,Capacidad,$/kW,Potencia,Valle de Mexico Sur,NA,352.5893,
enero 2019,GDMTH,Suministro,$/Cliente,Usuarios,Baja California,NA,677.66,
enero 2019,DIST,Suministro,$/Cliente,Usuarios,Baja California,NA,2032.99,
enero 2019,DIT,Suministro,$/Cliente,Usuarios,Baja California,NA,2032.99,
enero 2019,GDMTH,Suministro,$/Cliente,Usuarios,Baja California Sur,NA,677.66,
enero 2019,DIST,Suministro,$/Cliente,Usuarios,Baja California Sur,NA,2032.99,
enero 2019,DIT,Suministro,$/Cliente,Usuarios,Baja California Sur,NA,2032.99,
enero 2019,GDMTH,Suministro,$/Cliente,Usuarios,Bajio,NA,451.04,
enero 2019,DIST,Suministro,$/Cliente,Usuarios,Bajio,NA,1353.12,
enero 2019,DIT,Suministro,$/Cliente,Usuarios,Bajio,NA,1353.12,
enero 2019,GDMTH,Suministro,$/Cliente,Usuarios,Centro Occidente,NA,395.68,
enero 2019,DIST,Suministro,$/Cliente,Usuarios,Centro Occidente,NA,1187.03,
enero 2019,DIT,Suministro,$/Cliente,Usuarios,Centro Occidente,NA,1187.03,
enero 2019,GDMTH,Suministro,$/Cliente,Usuarios,Centro Oriente,NA,443.13,
enero 2019,DIST,Suministro,$/Cliente,Usuarios,Centro Oriente,NA,1329.39,
enero 2019,DIT,Suministro,$/Cliente,Usuarios,Centro Oriente,NA,1329.39,
enero 2019,GDMTH,Suministro,$/Cliente,Usuarios,Centro Sur,NA,490.63,
enero 2019,DIST,Suministro,$/Cliente,Usuarios,Centro Sur,NA,1471.89,
enero 2019,DIT,Suministro,$/Cliente,Usuarios,Centro Sur,NA,1471.89,
enero 2019,GDMTH,Suministro,$/Cliente,Usuarios,Golfo Centro,NA,463.05,
enero 2019,DIST,Suministro,$/Cliente,Usuarios,Golfo Centro,NA,1389.15,
enero 2019,DIT,Suministro,$/Cliente,Usuarios,Golfo Centro,NA,1389.15,
enero 2019,GDMTH,Suministro,$/Cliente,Usuarios,Golfo Norte,NA,542.53,
enero 2019,DIST,Suministro,$/Cliente,Usuarios,Golfo Norte,NA,1627.59,
enero 2019,DIT,Suministro,$/Cliente,Usuarios,Golfo Norte,NA,1627.59,
enero 2019,GDMTH,Suministro,$/Cliente,Usuarios,Jalisco,NA,503.36,
enero 2019,DIST,Suministro,$/Cliente,Usuarios,Jalisco,NA,1510.07,
enero 2019,DIT,Suministro,$/Cliente,Usuarios,Jalisco,NA,1510.07,
enero 2019,GDMTH,Suministro,$/Cliente,Usuarios,Noroeste,NA,611.85,
enero 2019,DIST,Suministro,$/Cliente,Usuarios,Noroeste,NA,1835.54,
enero 2019,DIT,Suministro,$/Cliente,Usuarios,Noroeste,NA,1835.54,
enero 2019,GDMTH,Suministro,$/Cliente,Usuarios,Norte,NA,958.13,
enero 2019,DIST,Suministro,$/Cliente,Usuarios,Norte,NA,2874.38,
enero 2019,DIT,Suministro,$/Cliente,Usuarios,Norte,NA,2874.38,
enero 2019,GDMTH,Suministro,$/Cliente,Usuarios,Oriente,NA,484.06,
enero 2019,DIST,Suministro,$/Cliente,Usuarios,Oriente,NA,1452.19,
enero 2019,DIT,Suministro,$/Cliente,Usuarios,Oriente,NA,1452.19,
enero 2019,GDMTH,Suministro,$/Cliente,Usuarios,Peninsular,NA,512.44,
enero 2019,DIST,Suministro,$/Cliente,Usuarios,Peninsular,NA,1537.31,
enero 2019,DIT,Suministro,$/Cliente,Usuarios,Peninsular,NA,1537.31,
enero 2019,GDMTH,Suministro,$/Cliente,Usuarios,Sureste,NA,748.38,
enero 2019,DIST,Suministro,$/Cliente,Usuarios,Sureste,NA,2245.15,
enero 2019,DIT,Suministro,$/Cliente,Usuarios,Sureste,NA,2245.15,
enero 2019,GDMTH,Suministro,$/Cliente,Usuarios,Valle de Mexico Centro,NA,591,
enero 2019,DIST,Suministro,$/Cliente,Usuarios,Valle de Mexico Centro,NA,1772.99,
enero 2019,DIT,Suministro,$/Cliente,Usuarios,Valle de Mexico Centro,NA,1772.99,
enero 2019,GDMTH,Suministro,$/Cliente,Usuarios,Valle de Mexico Norte,NA,663.61,
enero 2019,DIST,Suministro,$/Cliente,Usuarios,Valle de Mexico Norte,NA,1990.82,
enero 2019,DIT,Suministro,$/Cliente,Usuarios,Valle de Mexico Norte,NA,1990.82,
enero 2019,GDMTH,Suministro,$/Cliente,Usuarios,Valle de Mexico Sur,NA,676.7,
enero 2019,DIST,Suministro,$/Cliente,Usuarios,Valle de Mexico Sur,NA,2030.11,
enero 2019,DIT,Suministro,$/Cliente,Usuarios,Valle de Mexico Sur,NA,2030.11,
enero 2019,GDMTH,SCnMEM,$/kWh,Energia,Baja California,NA,0.0054,
enero 2019,DIST,SCnMEM,$/kWh,Energia,Baja California,NA,0.0054,
enero 2019,DIT,SCnMEM,$/kWh,Energia,Baja California,NA,0.0054,
enero 2019,GDMTH,SCnMEM,$/kWh,Energia,Baja California Sur,NA,0.0054,
enero 2019,DIST,SCnMEM,$/kWh,Energia,Baja California Sur,NA,0.0054,
enero 2019,DIT,SCnMEM,$/kWh,Energia,Baja California Sur,NA,0.0054,
enero 2019,GDMTH,SCnMEM,$/kWh,Energia,Bajio,NA,0.0054,
enero 2019,DIST,SCnMEM,$/kWh,Energia,Bajio,NA,0.0054,
enero 2019,DIT,SCnMEM,$/kWh,Energia,Bajio,NA,0.0054,
enero 2019,GDMTH,SCnMEM,$/kWh,Energia,Centro Occidente,NA,0.0054,
enero 2019,DIST,SCnMEM,$/kWh,Energia,Centro Occidente,NA,0.0054,
enero 2019,DIT,SCnMEM,$/kWh,Energia,Centro Occidente,NA,0.0054,
enero 2019,GDMTH,SCnMEM,$/kWh,Energia,Centro Oriente,NA,0.0054,
enero 2019,DIST,SCnMEM,$/kWh,Energia,Centro Oriente,NA,0.0054,
enero 2019,DIT,SCnMEM,$/kWh,Energia,Centro Oriente,NA,0.0054,
enero 2019,GDMTH,SCnMEM,$/kWh,Energia,Centro Sur,NA,0.0054,
enero 2019,DIST,SCnMEM,$/kWh,Energia,Centro Sur,NA,0.0054,
enero 2019,DIT,SCnMEM,$/kWh,Energia,Centro Sur,NA,0.0054,
enero 2019,GDMTH,SCnMEM,$/kWh,Energia,Golfo Centro,NA,0.0054,
enero 2019,DIST,SCnMEM,$/kWh,Energia,Golfo Centro,NA,0.0054,
enero 2019,DIT,SCnMEM,$/kWh,Energia,Golfo Centro,NA,0.0054,
enero 2019,GDMTH,SCnMEM,$/kWh,Energia,Golfo Norte,NA,0.0054,
enero 2019,DIST,SCnMEM,$/kWh,Energia,Golfo Norte,NA,0.0054,
enero 2019,DIT,SCnMEM,$/kWh,Energia,Golfo Norte,NA,0.0054,
enero 2019,GDMTH,SCnMEM,$/kWh,Energia,Jalisco,NA,0.0054,
enero 2019,DIST,SCnMEM,$/kWh,Energia,Jalisco,NA,0.0054,
enero 2019,DIT,SCnMEM,$/kWh,Energia,Jalisco,NA,0.0054,
enero 2019,GDMTH,SCnMEM,$/kWh,Energia,Noroeste,NA,0.0054,
enero 2019,DIST,SCnMEM,$/kWh,Energia,Noroeste,NA,0.0054,
enero 2019,DIT,SCnMEM,$/kWh,Energia,Noroeste,NA,0.0054,
enero 2019,GDMTH,SCnMEM,$/kWh,Energia,Norte,NA,0.0054,
enero 2019,DIST,SCnMEM,$/kWh,Energia,Norte,NA,0.0054,
enero 2019,DIT,SCnMEM,$/kWh,Energia,Norte,NA,0.0054,
enero 2019,GDMTH,SCnMEM,$/kWh,Energia,Oriente,NA,0.0054,
enero 2019,DIST,SCnMEM,$/kWh,Energia,Oriente,NA,0.0054,
enero 2019,DIT,SCnMEM,$/kWh,Energia,Oriente,NA,0.0054,
enero 2019,GDMTH,SCnMEM,$/kWh,Energia,Peninsular,NA,0.0054,
enero 2019,DIST,SCnMEM,$/kWh,Energia,Peninsular,NA,0.0054,
enero 2019,DIT,SCnMEM,$/kWh,Energia,Peninsular,NA,0.0054,
enero 2019,GDMTH,SCnMEM,$/kWh,Energia,Sureste,NA,0.0054,
enero 2019,DIST,SCnMEM,$/kWh,Energia,Sureste,NA,0.0054,
enero 2019,DIT,SCnMEM,$/kWh,Energia,Sureste,NA,0.0054,
enero 2019,GDMTH,SCnMEM,$/kWh,Energia,Valle de Mexico Centro,NA,0.0054,
enero 2019,DIST,SCnMEM,$/kWh,Energia,Valle de Mexico Centro,NA,0.0054,
enero 2019,DIT,SCnMEM,$/kWh,Energia,Valle de Mexico Centro,NA,0.0054,
enero 2019,GDMTH,SCnMEM,$/kWh,Energia,Valle de Mexico Norte,NA,0.0054,
enero 2019,DIST,SCnMEM,$/kWh,Energia,Valle de Mexico Norte,NA,0.0054,
enero 2019,DIT,SCnMEM,$/kWh,Energia,Valle de Mexico Norte,NA,0.0054,
enero 2019,GDMTH,SCnMEM,$/kWh,Energia,Valle de Mexico Sur,NA,0.0054,
enero 2019,DIST,SCnMEM,$/kWh,Energia,Valle de Mexico Sur,NA,0.0054,
enero 2019,DIT,SCnMEM,$/kWh,Energia,Valle de Mexico Sur,NA,0.0054,
febrero 2019,GDMTH,CENACE,$/kWh,Energia,Baja California,NA,0.0078,
febrero 2019,DIST,CENACE,$/kWh,Energia,Baja California,NA,0.0078,
febrero 2019,DIT,CENACE,$/kWh,Energia,Baja California,NA,0.0078,
febrero 2019,GDMTH,CENACE,$/kWh,Energia,Baja California Sur,NA,0.0078,
febrero 2019,DIST,CENACE,$/kWh,Energia,Baja California Sur,NA,0.0078,
febrero 2019,DIT,CENACE,$/kWh,Energia,Baja California Sur,NA,0.0078,
febrero 2019,GDMTH,CENACE,$/kWh,Energia,Bajio,NA,0.0078,
febrero 2019,DIST,CENACE,$/kWh,Energia,Bajio,NA,0.0078,
febrero 2019,DIT,CENACE,$/kWh,Energia,Bajio,NA,0.0078,
febrero 2019,GDMTH,CENACE,$/kWh,Energia,Centro Occidente,NA,0.0078,
febrero 2019,DIST,CENACE,$/kWh,Energia,Centro Occidente,NA,0.0078,
febrero 2019,DIT,CENACE,$/kWh,Energia,Centro Occidente,NA,0.0078,
febrero 2019,GDMTH,CENACE,$/kWh,Energia,Centro Oriente,NA,0.0078,
febrero 2019,DIST,CENACE,$/kWh,Energia,Centro Oriente,NA,0.0078,
febrero 2019,DIT,CENACE,$/kWh,Energia,Centro Oriente,NA,0.0078,
febrero 2019,GDMTH,CENACE,$/kWh,Energia,Centro Sur,NA,0.0078,
febrero 2019,DIST,CENACE,$/kWh,Energia,Centro Sur,NA,0.0078,
febrero 2019,DIT,CENACE,$/kWh,Energia,Centro Sur,NA,0.0078,
febrero 2019,GDMTH,CENACE,$/kWh,Energia,Golfo Centro,NA,0.0078,
febrero 2019,DIST,CENACE,$/kWh,Energia,Golfo Centro,NA,0.0078,
febrero 2019,DIT,CENACE,$/kWh,Energia,Golfo Centro,NA,0.0078,
febrero 2019,GDMTH,CENACE,$/kWh,Energia,Golfo Norte,NA,0.0078,
febrero 2019,DIST,CENACE,$/kWh,Energia,Golfo Norte,NA,0.0078,
febrero 2019,DIT,CENACE,$/kWh,Energia,Golfo Norte,NA,0.0078,
febrero 2019,GDMTH,CENACE,$/kWh,Energia,Jalisco,NA,0.0078,
febrero 2019,DIST,CENACE,$/kWh,Energia,Jalisco,NA,0.0078,
febrero 2019,DIT,CENACE,$/kWh,Energia,Jalisco,NA,0.0078,
febrero 2019,GDMTH,CENACE,$/kWh,Energia,Noroeste,NA,0.0078,
febrero 2019,DIST,CENACE,$/kWh,Energia,Noroeste,NA,0.0078,
febrero 2019,DIT,CENACE,$/kWh,Energia,Noroeste,NA,0.0078,
febrero 2019,GDMTH,CENACE,$/kWh,Energia,Norte,NA,0.0078,
febrero 2019,DIST,CENACE,$/kWh,Energia,Norte,NA,0.0078,
febrero 2019,DIT,CENACE,$/kWh,Energia,Norte,NA,0.0078,
febrero 2019,GDMTH,CENACE,$/kWh,Energia,Oriente,NA,0.0078,
febrero 2019,DIST,CENACE,$/kWh,Energia,Oriente,NA,0.0078,
febrero 2019,DIT,CENACE,$/kWh,Energia,Oriente,NA,0.0078,
febrero 2019,GDMTH,CENACE,$/kWh,Energia,Peninsular,NA,0.0078,
febrero 2019,DIST,CENACE,$/kWh,Energia,Peninsular,NA,0.0078,
febrero 2019,DIT,CENACE,$/kWh,Energia,Peninsular,NA,0.0078,
febrero 2019,GDMTH,CENACE,$/kWh,Energia,Sureste,NA,0.0078,
febrero 2019,DIST,CENACE,$/kWh,Energia,Sureste,NA,0.0078,
febrero 2019,DIT,CENACE,$/kWh,Energia,Sureste,NA,0.0078,
febrero 2019,GDMTH,CENACE,$/kWh,Energia,Valle de Mexico Centro,NA,0.0078,
febrero 2019,DIST,CENACE,$/kWh,Energia,Valle de Mexico Centro,NA,0.0078,
febrero 2019,DIT,CENACE,$/kWh,Energia,Valle de Mexico Centro,NA,0.0078,
febrero 2019,GDMTH,CENACE,$/kWh,Energia,Valle de Mexico Norte,NA,0.0078,
febrero 2019,DIST,CENACE,$/kWh,Energia,Valle de Mexico Norte,NA,0.0078,
febrero 2019,DIT,CENACE,$/kWh,Energia,Valle de Mexico Norte,NA,0.0078,
febrero 2019,GDMTH,CENACE,$/kWh,Energia,Valle de Mexico Sur,NA,0.0078,
febrero 2019,DIST,CENACE,$/kWh,Energia,Valle de Mexico Sur,NA,0.0078,
febrero 2019,DIT,CENACE,$/kWh,Energia,Valle de Mexico Sur,NA,0.0078,
febrero 2019,GDMTH,Generacion,$/kWh,Energia,Baja California,B,0.3641,
febrero 2019,GDMTH,Generacion,$/kWh,Energia,Baja California,I,0.6593,
febrero 2019,GDMTH,Generacion,$/kWh,Energia,Baja California,P,0.9493,
febrero 2019,DIST,Generacion,$/kWh,Energia,Baja California,B,0.3979,
febrero 2019,DIST,Generacion,$/kWh,Energia,Baja California,I,0.7204,
febrero 2019,DIST,Generacion,$/kWh,Energia,Baja California,P,1.0384,
febrero 2019,DIST,Generacion,$/kWh,Energia,Baja California,SP,0.9748,
febrero 2019,DIT,Generacion,$/kWh,Energia,Baja California,B,0.46,
febrero 2019,DIT,Generacion,$/kWh,Energia,Baja California,I,0.8328,
febrero 2019,DIT,Generacion,$/kWh,Energia,Baja California,P,1.1965,
febrero 2019,DIT,Generacion,$/kWh,Energia,Baja California,SP,1.1238,
febrero 2019,GDMTH,Generacion,$/kWh,Energia,Baja California Sur,B,1.658,
febrero 2019,GDMTH,Generacion,$/kWh,Energia,Baja California Sur,I,2.1509,
febrero 2019,GDMTH,Generacion,$/kWh,Energia,Baja California Sur,P,3.0969,
febrero 2019,DIST,Generacion,$/kWh,Energia,Baja California Sur,B,1.8078,
febrero 2019,DIST,Generacion,$/kWh,Energia,Baja California Sur,I,2.3452,
febrero 2019,DIST,Generacion,$/kWh,Energia,Baja California Sur,P,3.3804,
febrero 2019,DIST,Generacion,$/kWh,Energia,Baja California Sur,SP,0,
febrero 2019,DIT,Generacion,$/kWh,Energia,Baja California Sur,B,2.1152,
febrero 2019,DIT,Generacion,$/kWh,Energia,Baja California Sur,I,2.6677,
febrero 2019,DIT,Generacion,$/kWh,Energia,Baja California Sur,P,3.833,
febrero 2019,DIT,Generacion,$/kWh,Energia,Baja California Sur,SP,0,
febrero 2019,GDMTH,Generacion,$/kWh,Energia,Bajio,B,0.7506,
febrero 2019,GDMTH,Generacion,$/kWh,Energia,Bajio,I,1.4647,
febrero 2019,GDMTH,Generacion,$/kWh,Energia,Bajio,P,1.6925,
febrero 2019,DIST,Generacion,$/kWh,Energia,Bajio,B,0.7857,
febrero 2019,DIST,Generacion,$/kWh,Energia,Bajio,I,1.3921,
febrero 2019,DIST,Generacion,$/kWh,Energia,Bajio,P,1.6829,
febrero 2019,DIST,Generacion,$/kWh,Energia,Bajio,SP,0,
febrero 2019,DIT,Generacion,$/kWh,Energia,Bajio,B,0.6746,
febrero 2019,DIT,Generacion,$/kWh,Energia,Bajio,I,1.3188,
febrero 2019,DIT,Generacion,$/kWh,Energia,Bajio,P,1.4667,
febrero 2019,DIT,Generacion,$/kWh,Energia,Bajio,SP,0,
febrero 2019,GDMTH,Generacion,$/kWh,Energia,Centro Occidente,B,0.7486,
febrero 2019,GDMTH,Generacion,$/kWh,Energia,Centro Occidente,I,1.467,
febrero 2019,GDMTH,Generacion,$/kWh,Energia,Centro Occidente,P,1.6736,
febrero 2019,DIST,Generacion,$/kWh,Energia,Centro Occidente,B,0.752,
febrero 2019,DIST,Generacion,$/kWh,Energia,Centro Occidente,I,1.3379,
febrero 2019,DIST,Generacion,$/kWh,Energia,Centro Occidente,P,1.6051,
febrero 2019,DIST,Generacion,$/kWh,Energia,Centro Occidente,SP,0,
febrero 2019,DIT,Generacion,$/kWh,Energia,Centro Occidente,B,0.7078,
febrero 2019,DIT,Generacion,$/kWh,Energia,Centro Occidente,I,1.3204,
febrero 2019,DIT,Generacion,$/kWh,Energia,Centro Occidente,P,1.4915,
febrero 2019,DIT,Generacion,$/kWh,Energia,Centro Occidente,SP,0,
febrero 2019,GDMTH,Generacion,$/kWh,Energia,Centro Oriente,B,0.7463,
febrero 2019,GDMTH,Generacion,$/kWh,Energia,Centro Oriente,I,1.4678,
febrero 2019,GDMTH,Generacion,$/kWh,Energia,Centro Oriente,P,1.6785,
febrero 2019,DIST,Generacion,$/kWh,Energia,Centro Oriente,B,0.738,
febrero 2019,DIST,Generacion,$/kWh,Energia,Centro Oriente,I,1.3733,
febrero 2019,DIST,Generacion,$/kWh,Energia,Centro Oriente,P,1.5705,
febrero 2019,DIST,Generacion,$/kWh,Energia,Centro Oriente,SP,0,
febrero 2019,DIT,Generacion,$/kWh,Energia,Centro Oriente,B,0.7509,
febrero 2019,DIT,Generacion,$/kWh,Energia,Centro Oriente,I,1.3406,
febrero 2019,DIT,Generacion,$/kWh,Energia,Centro Oriente,P,1.5999,
febrero 2019,DIT,Generacion,$/kWh,Energia,Centro Oriente,SP,0,
febrero 2019,GDMTH,Generacion,$/kWh,Energia,Centro Sur,B,0.6727,
febrero 2019,GDMTH,Generacion,$/kWh,Energia,Centro Sur,I,1.3177,
febrero 2019,GDMTH,Generacion,$/kWh,Energia,Centro Sur,P,1.5138,
febrero 2019,DIST,Generacion,$/kWh,Energia,Centro Sur,B,0.7763,
febrero 2019,DIST,Generacion,$/kWh,Energia,Centro Sur,I,1.3905,
febrero 2019,DIST,Generacion,$/kWh,Energia,Centro Sur,P,1.653,
febrero 2019,DIST,Generacion,$/kWh,Energia,Centro Sur,SP,0,
febrero 2019,DIT,Generacion,$/kWh,Energia,Centro Sur,B,0.8076,
febrero 2019,DIT,Generacion,$/kWh,Energia,Centro Sur,I,1.4429,
febrero 2019,DIT,Generacion,$/kWh,Energia,Centro Sur,P,1.7066,
febrero 2019,DIT,Generacion,$/kWh,Energia,Centro Sur,SP,0,
febrero 2019,GDMTH,Generacion,$/kWh,Energia,Golfo Centro,B,0.7031,
febrero 2019,GDMTH,Generacion,$/kWh,Energia,Golfo Centro,I,1.3061,
febrero 2019,GDMTH,Generacion,$/kWh,Energia,Golfo Centro,P,1.5405,
febrero 2019,DIST,Generacion,$/kWh,Energia,Golfo Centro,B,0.7264,
febrero 2019,DIST,Generacion,$/kWh,Energia,Golfo Centro,I,1.2697,
febrero 2019,DIST,Generacion,$/kWh,Energia,Golfo Centro,P,1.4547,
febrero 2019,DIST,Generacion,$/kWh,Energia,Golfo Centro,SP,0,
febrero 2019,DIT,Generacion,$/kWh,Energia,Golfo Centro,B,0.7685,
febrero 2019,DIT,Generacion,$/kWh,Energia,Golfo Centro,I,1.4259,
febrero 2019,DIT,Generacion,$/kWh,Energia,Golfo Centro,P,1.562,
febrero 2019,DIT,Generacion,$/kWh,Energia,Golfo Centro,SP,0,
febrero 2019,GDMTH,Generacion,$/kWh,Energia,Golfo Norte,B,0.7213,
febrero 2019,GDMTH,Generacion,$/kWh,Energia,Golfo Norte,I,1.2133,
febrero 2019,GDMTH,Generacion,$/kWh,Energia,Golfo Norte,P,1.3312,
febrero 2019,DIST,Generacion,$/kWh,Energia,Golfo Norte,B,0.6999,
febrero 2019,DIST,Generacion,$/kWh,Energia,Golfo Norte,I,1.1942,
febrero 2019,DIST,Generacion,$/kWh,Energia,Golfo Norte,P,1.3106,
febrero 2019,DIST,Generacion,$/kWh,Energia,Golfo Norte,SP,0,
febrero 2019,DIT,Generacion,$/kWh,Energia,Golfo Norte,B,0.6276,
febrero 2019,DIT,Generacion,$/kWh,Energia,Golfo Norte,I,1.1571,
febrero 2019,DIT,Generacion,$/kWh,Energia,Golfo Norte,P,1.2194,
febrero 2019,DIT,Generacion,$/kWh,Energia,Golfo Norte,SP,0,
febrero 2019,GDMTH,Generacion,$/kWh,Energia,Jalisco,B,0.7149,
febrero 2019,GDMTH,Generacion,$/kWh,Energia,Jalisco,I,1.4091,
febrero 2019,GDMTH,Generacion,$/kWh,Energia,Jalisco,P,1.6068,
febrero 2019,DIST,Generacion,$/kWh,Energia,Jalisco,B,0.7696,
febrero 2019,DIST,Generacion,$/kWh,Energia,Jalisco,I,1.3741,
febrero 2019,DIST,Generacion,$/kWh,Energia,Jalisco,P,1.6543,
febrero 2019,DIST,Generacion,$/kWh,Energia,Jalisco,SP,0,
febrero 2019,DIT,Generacion,$/kWh,Energia,Jalisco,B,0.6876,
febrero 2019,DIT,Generacion,$/kWh,Energia,Jalisco,I,1.3238,
febrero 2019,DIT,Generacion,$/kWh,Energia,Jalisco,P,1.5146,
febrero 2019,DIT,Generacion,$/kWh,Energia,Jalisco,SP,0,
febrero 2019,GDMTH,Generacion,$/kWh,Energia,Noroeste,B,0.6763,
febrero 2019,GDMTH,Generacion,$/kWh,Energia,Noroeste,I,1.1863,
febrero 2019,GDMTH,Generacion,$/kWh,Energia,Noroeste,P,1.3333,
febrero 2019,DIST,Generacion,$/kWh,Energia,Noroeste,B,0.6996,
febrero 2019,DIST,Generacion,$/kWh,Energia,Noroeste,I,1.1375,
febrero 2019,DIST,Generacion,$/kWh,Energia,Noroeste,P,1.3528,
febrero 2019,DIST,Generacion,$/kWh,Energia,Noroeste,SP,0,
febrero 2019,DIT,Generacion,$/kWh,Energia,Noroeste,B,0.6049,
febrero 2019,DIT,Generacion,$/kWh,Energia,Noroeste,I,1.0635,
febrero 2019,DIT,Generacion,$/kWh,Energia,Noroeste,P,1.1825,
febrero 2019,DIT,Generacion,$/kWh,Energia,Noroeste,SP,0,
febrero 2019,GDMTH,Generacion,$/kWh,Energia,Norte,B,0.7216,
febrero 2019,GDMTH,Generacion,$/kWh,Energia,Norte,I,1.2475,
febrero 2019,GDMTH,Generacion,$/kWh,Energia,Norte,P,1.4887,
febrero 2019,DIST,Generacion,$/kWh,Energia,Norte,B,0.6783,
febrero 2019,DIST,Generacion,$/kWh,Energia,Norte,I,1.1915,
febrero 2019,DIST,Generacion,$/kWh,Energia,Norte,P,1.4257,
febrero 2019,DIST,Generacion,$/kWh,Energia,Norte,SP,0,
febrero 2019,DIT,Generacion,$/kWh,Energia,Norte,B,0.681,
febrero 2019,DIT,Generacion,$/kWh,Energia,Norte,I,1.1867,
febrero 2019,DIT,Generacion,$/kWh,Energia,Norte,P,1.375,
febrero 2019,DIT,Generacion,$/kWh,Energia,Norte,SP,0,
febrero 2019,GDMTH,Generacion,$/kWh,Energia,Oriente,B,0.6409,
febrero 2019,GDMTH,Generacion,$/kWh,Energia,Oriente,I,1.2556,
febrero 2019,GDMTH,Generacion,$/kWh,Energia,Oriente,P,1.4313,
febrero 2019,DIST,Generacion,$/kWh,Energia,Oriente,B,0.6983,
febrero 2019,DIST,Generacion,$/kWh,Energia,Oriente,I,1.3456,
febrero 2019,DIST,Generacion,$/kWh,Energia,Oriente,P,1.5337,
febrero 2019,DIST,Generacion,$/kWh,Energia,Oriente,SP,0,
febrero 2019,DIT,Generacion,$/kWh,Energia,Oriente,B,0.7716,
febrero 2019,DIT,Generacion,$/kWh,Energia,Oriente,I,1.3551,
febrero 2019,DIT,Generacion,$/kWh,Energia,Oriente,P,1.6088,
febrero 2019,DIT,Generacion,$/kWh,Energia,Oriente,SP,0,
febrero 2019,GDMTH,Generacion,$/kWh,Energia,Peninsular,B,0.9068,
febrero 2019,GDMTH,Generacion,$/kWh,Energia,Peninsular,I,1.6425,
febrero 2019,GDMTH,Generacion,$/kWh,Energia,Peninsular,P,1.8524,
febrero 2019,DIST,Generacion,$/kWh,Energia,Peninsular,B,0.8098,
febrero 2019,DIST,Generacion,$/kWh,Energia,Peninsular,I,1.5017,
febrero 2019,DIST,Generacion,$/kWh,Energia,Peninsular,P,1.6548,
febrero 2019,DIST,Generacion,$/kWh,Energia,Peninsular,SP,0,
